ID,Language,Lemma,Lemma_en,POS,Definition,Definition_en,Example,Example_en,HurtLex_category,HurtLex_category_full,Definition_ID
FR355,French,rat,informer,noun,celui qui révèle des informations confidentielles en échange d’argent,someone who reveals confidential information in exchange for money,C’est un rat qui vend ses proches pour un peu d’argent sale.,He is a rat who sells out his own for a bit of dirty money.,an,animals,2428
FR355,French,rat,miser,noun,"Personne avare, pingre.","Stingy, miserly person.","Ce rat refuse toujours de payer sa part, même pour un café.","That stingy person always refuses to pay their share, even for a coffee.",an,animals,2429
FR355,French,rat,bookworm,noun,personne qui passe son temps dans les livres.,a person who spends their time in books.,Un rat de bibliothèque incapable de vivre dans le monde réel.,A bookworm incapable of living in the real world.,an,animals,2430
FR362,French,retard,retard,noun,une personne d’intelligence subnormale,a person of below-average intelligence,"Ce retard ne comprend jamais rien, même aux choses les plus simples.","This delay never understands anything, even the simplest things.",dmc,moral_and_behavioral_defects,2431
FR280,French,ridicule,fool,noun,une personne qui manque de jugement,a person who lacks judgment,Ce ridicule ne comprend jamais rien et se ridiculise à chaque fois qu’il ouvre la bouche,This fool never understands anything and makes a fool of himself every time he opens his mouth.,cds,derogatory_words,2432
FR3602,French,sale,dirty,adj,(de comportement ou surtout de langage) caractérisé par l’obscénité ou l’indécence,(behavioral or especially linguistic) characterized by obscenity or indecency,Il a un langage sale et grossier qui choque tout le monde autour de lui.,He has a filthy and coarse language that shocks everyone around him.,cds,derogatory_words,2433
FR535,French,salope,adulteress,noun,une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,an adulterous woman; a woman who has an extramarital sexual relationship with a man,Cette salope ne pense qu’à tromper son mari sans aucun remords.,This bitch only thinks about cheating on her husband without any remorse.,pr,words_related_to_prostitution,2434
FR535,French,salope,slut,noun,une femme sale et désordonnée,a dirty and messy woman,"C’est une vraie salope, incapable de garder un minimum de propreté.","She’s a real slut, incapable of maintaining even a minimum level of cleanliness.",pr,words_related_to_prostitution,2435
FR535,French,salope,shrew,noun,une femme malveillante avec un tempérament féroce,A malicious woman with a fierce temperament,Cette salope manipule tout le monde avec sa méchanceté et son venin.,That bitch manipulates everyone with her cruelty and venom.,pr,words_related_to_prostitution,2436
FR760,French,sang,blood,noun,les personnes considérées comme des membres d’un groupe,people considered as members of a group,lui c'est vraiment le sang !,He’s really the best!,ddf,physical_disabilities_and_diversity,2437
FR2254,French,sauter,jump,verb,Être supprimé.,To be deleted.,si il continue comme ça il ne va pas tarder à sauter de son poste.,"If he continues like this, he won't be long before he gets fired from his position.",pr,words_related_to_prostitution,2438
FR2254,French,sauter,fuck,verb,Avoir des relations sexuelles avec (qqn).,To have sexual relations with (someone).,il saute tout ce qui bouge c'est insupportable,"He jumps on everything that moves, it's unbearable.",pr,words_related_to_prostitution,2439
FR419,French,sauvage,savage,noun,membre d’un peuple non civilisé,member of an uncivilized people,"Ils traitaient les autochtones de sauvages, ignorant leur culture et leur humanité.","They called the natives savages, ignoring their culture and humanity.",qas,with_potential_negative_connotations,2440
FR2884,French,sauvage,wild,adj,marqué par un manque extrême de retenue ou de contrôle,marked by an extreme lack of restraint or control,Son comportement sauvage choque tout le monde par sa brutalité et son absence totale de respect.,His wild behavior shocks everyone with its brutality and complete lack of respect.,qas,with_potential_negative_connotations,2441
FR2894,French,scandaleux,scandalous,adj, Qui cause du scandale.,Who causes scandal.,Ce comportement scandaleux dépasse toutes les limites de la décence et du respect.,This scandalous behavior goes beyond all limits of decency and respect.,dmc,moral_and_behavioral_defects,2442
FR2415,French,sdf,homeless,noun,Les pauvres qui n’ont malheureusement pas de logement,The poor who unfortunately do not have housing,il est fringué comme un sdf.,He’s dressed like a homeless person.,is,words_related_to_social_and_economic_disadvantage,2443
FR1630,French,simple,naive,noun,"Qui a peu de finesse, se laisse facilement tromper.",He who lacks subtlety is easily deceived.,Il est un peu simple.,He is a bit simple.,qas,with_potential_negative_connotations,2444
FR629,French,stupide,stupid,adj,manque ou est marqué par un manque d’acuité intellectuelle,lacks or is marked by a lack of intellectual acuity,Il fait toujours des choix stupides qui nuisent à tout le monde.,He always makes stupid choices that harm everyone.,cds,derogatory_words,2445
FR629,French,stupide,stupid,adj,manquait d'intelligence,lacked intelligence,C’est tellement stupide qu’il ne comprend jamais rien à rien.,It's so stupid that he never understands anything at all.,cds,derogatory_words,2446
FR629,French,stupide,stupid,adj,dénué de bon sens ou de jugement,lacking common sense or judgment,Cette décision stupide a foutu en l’air tout le projet.,This stupid decision screwed up the whole project.,cds,derogatory_words,2447
FR509,French,stupide,fool,noun,une personne qui n’est pas très brillante,a person who is not very bright,"Arrête d’agir comme un stupide, ça devient insupportable.","Stop acting like an idiot, it's becoming unbearable.",cds,derogatory_words,2448
FR1705,French,tache,wimp,noun,Personne lamentable ou ridicule.,A pathetic or ridiculous person.,Quelle tache ce type !,What a pain this guy is!,cds,derogatory_words,2449
FR1337,French,tante,queen,noun,terme offensant pour un homme ouvertement homosexuel,offensive term for an openly gay man,ce mec est une vraie tante,This guy is a real wimp.,an,animals,2450
FR1820,French,tas,crowd,noun, Grand nombre (de gens).,Large number (of people).,Un tas d’ignorants qui répètent n’importe quoi sans réfléchir.,A bunch of ignoramuses who repeat nonsense without thinking.,cds,derogatory_words,2451
FR3120,French,terrorisme,terrorism,noun,"l’utilisation calculée de la violence (ou de la menace de violence) contre des civils afin d’atteindre des objectifs politiques, religieux ou idéologiques; cela se fait par l’intimidation ou la coercition ou en suscitant la peur)","The calculated use of violence (or the threat of violence) against civilians in order to achieve political, religious, or ideological objectives; this is done through intimidation or coercion or by instilling fear.",Le terrorisme est une ignominie qui s’attaque aux innocents pour semer la peur.,Terrorism is a disgrace that targets the innocent to spread fear.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2452
FR3120,French,terrorisme,terrorist,noun,un enfant très gênant,a very annoying child,"Ce gamin est un vrai terrorisme, il fait chier tout le monde sans arrêt.","This kid is a real terror, he annoys everyone nonstop.",re,felonies_and_words_related_to_crime_and_immoral_behavior,2453
FR3120,French,terrorisme,terrorist,noun,un radical qui utilise la terreur comme arme politique; organise habituellement avec d’autres terroristes dans de petites cellules; utilise souvent la religion comme couverture pour des activités terroristes,A radical who uses terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities.,Ce terrorisme fanatique détruit tout espoir de paix avec ses actes barbares.,This fanatical terrorism destroys all hope for peace with its barbaric acts.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2454
FR3119,French,terroriste,terrorist,noun,un radical qui utilise la terreur comme arme politique; organise habituellement avec d’autres terroristes dans de petites cellules; utilise souvent la religion comme couverture pour des activités terroristes,A radical who uses terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities.,Ce terroriste fanatique ne recule devant rien pour imposer ses idées barbares.,This fanatical terrorist stops at nothing to impose his barbaric ideas.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2455
FR3727,French,tocard,loser,noun,"Personne incapable, sans valeur.","Incapable, worthless person.",Quelle tocarde !,What a loser!,cds,derogatory_words,2456
FR3878,French,torture,torture,noun,"l'infliction délibérée, systématique ou gratuite de souffrances physiques ou mentales par une ou plusieurs personnes dans le but de contraindre une autre personne à fournir des informations ou à faire des aveux ou pour toute autre raison)","The deliberate, systematic, or gratuitous infliction of physical or mental suffering by one or more persons with the aim of forcing another person to provide information or make confessions or for any other reason.",Cette torture infligée aux prisonniers est une barbarie inhumaine sans excuse.,This torture inflicted on prisoners is an inhuman barbarity without excuse.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2457
FR3878,French,torture,torment,noun,des sentiments intenses de souffrance ; une douleur mentale ou physique aiguë,intense feelings of suffering; acute mental or physical pain,Son silence est une torture pour tous ceux qui attendent des réponses.,His silence is a torture for all those who are waiting for answers.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2458
FR3878,French,torture,torment,noun,une détresse mentale extrême,extreme mental distress,Vivre avec cette culpabilité est une véritable torture quotidienne.,Living with this guilt is a real daily torture.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2459
FR3878,French,torture,torment,noun,douleur physique insupportable,unbearable physical pain,Il endure une torture insoutenable à cause de ses blessures graves.,He is enduring unbearable torture because of his severe injuries.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2460
FR3895,French,torturer,tortured,verb,soumis à la torture,subjected to torture,"Ils ont torturé leurs victimes sans aucun remords, un acte monstrueux.","They tortured their victims without any remorse, a monstrous act.",re,felonies_and_words_related_to_crime_and_immoral_behavior,2461
